"Marca temporal","¿En qué región vives actualmente?","¿Qué edad tienes?","¿Cuál es tu sexo?","¿Cuál es tu grado de instrucción?","¿Cuántos años de experiencia tienes en Desarrollo Web?","¿Cuál es tu situación laboral actual como desarrollador web? ","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","¿Estás en planilla?","¿Emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual ¿Tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual bruto (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual con tu sueldo bruto hace doce meses, dirías que:","Tu función principal en el desarrollo web es:","¿Qué sistema operativo usas principalmente como entorno de desarrollo?","¿Qué herramientas para desarrolladores (developer tools) de tu navegador utilizas?","¿Cuantos años de experiencia tienes con...? [.NET]","¿Cuantos años de experiencia tienes con...? [Go]","¿Cuantos años de experiencia tienes con...? [Java]","¿Cuantos años de experiencia tienes con...? [Node.js]","¿Cuantos años de experiencia tienes con...? [PHP]","¿Cuantos años de experiencia tienes con...? [Python]","¿Cuantos años de experiencia tienes con...? [Ruby]","¿Cuantos años de experiencia tienes con...? [Rust]","¿Qué frameworks backend cononces?","¿Qué frameworks backend utilizas?","¿Qué frameworks de JavaScript conoces?","¿Qué frameworks de JavaScript utilizas?","¿Con qué pre/post procesadores has trabajado?","¿Con qué herramientas de automatizacion has trabajado?","¿Con qué bases de datos relacionales has trabajado?","¿Con qué bases de datos no relacionales has trabajado?","¿Con qué plataformas Cloud has trabajado?","¿A través de qué medios aprendes sobre desarrollo web?","¿Para qué sistemas operativos móviles has desarrollado aplicaciones?","Si desarrollas webapps móviles ¿Qué frameworks has utilizado para su desarrollo?"
"2019/01/28 1:48:13 a. m. GMT-5","Cajamarca","24 - 30 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como independiente","","","","Sí","Sí","De 1501 a 2500 soles","Es igual","Frontend","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Inspector de almacenamiento / Resources / Storage","No conozco","No conozco","No conozco","Menos de 1 año","De 1 a 3 años","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Django (Python);Zend Framework;Symfony (PHP);Express (Node.js)","Laravel (PHP);CodeIgniter (PHP)","jQuery;jQuery UI;AngularJS;React;D3.js;Vue.js","jQuery;AngularJS","SASS","WebPack","MySQL;PostgreSQL","MongoDB;CLOUD FIREBASE","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups","Android;Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Reac Native"
"2019/01/28 1:49:00 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como independiente","","","","Sí","Sí","De 5501 a más","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger","No conozco","No conozco","De 1 a 3 años","No conozco","Más de 6 años","No conozco","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Zend Framework;Symfony (PHP);Spring Boot (Java)","Laravel (PHP);CodeIgniter (PHP);Zend Framework;Symfony (PHP);Spring Boot (Java)","jQuery;jQuery UI;AngularJS","jQuery;jQuery UI","SASS;LESS","Grunt;Gulp;WebPack","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB","Amazon Web Services;Una nube privada (implementación a medida);Google Cloud Platform;Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo","Android;Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Phonegap"
"2019/01/28 4:33:28 a. m. GMT-5","Lima","24 - 30 años","Hombre","Estudiante de universidad","De 4 a 6 años","Trabajo como dependiente e independiente","Sí","No","","","No","De 1501 a 2500 soles","Ha aumentado","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de memoria / Profiles / Memory;Borrador","De 4 a 6 años","No conozco","Menos de 1 año","Menos de 1 año","Más de 6 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","Laravel (PHP);Zend Framework;Express (Node.js)","Zend Framework","jQuery;jQuery UI;AngularJS;Sencha;Kendo","jQuery;jQuery UI","SASS","","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","Microsoft Azure","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;Libros, revistas y otras publicaciones impresas;En la universidad o instituto;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android",""
"2019/01/28 6:41:04 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de instituto","Menos de 1 año","No trabajo actualmente","","","","","","","Es igual","Frontend","Microsoft Windows","Accesibilidad","Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Django (Python)","Django (Python);Symfony (PHP)","jQuery;jQuery UI","jQuery","Stylus","WebPack","MySQL;Microsoft SQL Server","MongoDB","Una nube privada (implementación a medida);Google Cloud Platform","Documentación en la web;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Webapps móviles (híbridas para cualquier plataforma)","NativeScript"
"2019/01/28 7:11:47 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de universidad","De 6 a 10 años","Trabajo como dependiente","","","Sí","","No","De 4501 a 5500 soles","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Editor de estilos / Sources / Resources","No conozco","No conozco","Más de 6 años","No conozco","No conozco","Menos de 1 año","No conozco","No conozco","Spring Boot (Java)","Spring Boot (Java)","jQuery;React;Dojo","jQuery;Dojo","","","MySQL;Oracle Database","MongoDB","Una nube privada (implementación a medida)","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Libros, revistas y otras publicaciones impresas;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android","Progressive Web Apps"
"2019/01/28 7:58:22 a. m. GMT-5","La Libertad","41 - 50 años","Hombre","Maestría","De 1 a 3 años","Trabajo como dependiente","","","Sí","","No","De 5501 a más","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Inspector de memoria / Profiles / Memory","De 1 a 3 años","No conozco","De 1 a 3 años","De 1 a 3 años","De 1 a 3 años","No conozco","No conozco","No conozco","Laravel (PHP);Symfony (PHP);Flask (Python)","Laravel (PHP);Symfony (PHP);Flask (Python)","jQuery;jQuery UI;Backbone.js;Dojo","jQuery;jQuery UI;Dojo","Pug;CoffeeScript","Grunt","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","Apache Cassandra","Una nube privada (implementación a medida);Google Cloud Platform;Microsoft Azure","Documentación en la web;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Seminarios Web / Webinars","Android","Ionic Framework;Progressive Web Apps"
"2019/01/28 8:13:01 a. m. GMT-5","Callao","24 - 30 años","Hombre","Graduado de instituto","De 6 a 10 años","Trabajo como dependiente e independiente","Sí","Sí","","","No","De 4501 a 5500 soles","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Editor de estilos / Sources / Resources","Más de 6 años","De 1 a 3 años","Menos de 1 año","Menos de 1 año","Más de 6 años","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Zend Framework","Laravel (PHP);CodeIgniter (PHP)","jQuery;jQuery UI;AngularJS;React;Dojo;Vue.js;Sencha;Kendo","jQuery;jQuery UI;AngularJS;Sencha","LESS","","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB","Google Cloud Platform","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma)","Apache Cordova;Phonegap;Reac Native"
"2019/01/28 8:42:35 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","No","De 4501 a 5500 soles","Es igual","Fullstack","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger","De 1 a 3 años","Menos de 1 año","No conozco","De 1 a 3 años","No conozco","De 4 a 6 años","No conozco","No conozco","Django (Python);Flask (Python)","Django (Python);Flask (Python)","jQuery;AngularJS","jQuery","SASS;Pug","Grunt;Gulp","MySQL;Microsoft SQL Server;PostgreSQL;Oracle Database","MongoDB","pythonanywhere","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups","",""
"2019/01/28 9:10:19 a. m. GMT-5","Lima","31 - 40 años","Hombre","Estudiante de universidad","De 6 a 10 años","Trabajo como dependiente","","","Sí","","Sí","De 2501 a 3500 soles","Es igual","Backend","GNU/Linux","Consola;Editor de estilos / Sources / Resources;Inspector de almacenamiento / Resources / Storage","De 1 a 3 años","Menos de 1 año","De 1 a 3 años","Menos de 1 año","Más de 6 años","Menos de 1 año","No conozco","No conozco","Zend Framework","Zend Framework","jQuery;jQuery UI","jQuery;jQuery UI","","","PostgreSQL","Redis","Amazon Web Services","Documentación en la web","Webapps móviles (híbridas para cualquier plataforma)",""
"2019/01/28 9:28:08 a. m. GMT-5","Lima","24 - 30 años","Mujer","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 3501 a 4500 soles","Ha aumentado","Frontend","Linux y Mac","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage;Canvas","No conozco","No conozco","Menos de 1 año","De 4 a 6 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","Zend Framework;Symfony (PHP);Express (Node.js);Koa (Node.js)","Express (Node.js);Hapi (Node.js);Koa (Node.js)","jQuery;jQuery UI;AngularJS;React","jQuery;jQuery UI;AngularJS;React","SASS;Stylus;Pug;CoffeeScript;PostCSS","Gulp;WebPack","","","Amazon Web Services","Documentación en la web;Cursos en línea de plataformas de pago","",""
"2019/01/28 9:30:27 a. m. GMT-5","Lima","24 - 30 años","Hombre","Estudiante de universidad","De 1 a 3 años","Trabajo como independiente","","","","No","Sí","Menos de 1500 soles","Ha aumentado","Fullstack","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","De 1 a 3 años","De 1 a 3 años","Menos de 1 año","De 1 a 3 años","No conozco","No conozco","Laravel (PHP);Django (Python);Spring Boot (Java)","Django (Python);Spring Boot (Java)","jQuery;jQuery UI;React","jQuery;jQuery UI;AngularJS","SASS","","MySQL;PostgreSQL","MongoDB","Amazon Web Services","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Comunidades locales de desarrollo;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Webapps móviles (híbridas para cualquier plataforma)",""
"2019/01/28 9:36:04 a. m. GMT-5","Lima","41 - 50 años","Hombre","Maestría","Mayor a 10 años","Trabajo como dependiente e independiente","No","Sí","","","Sí","De 3501 a 4500 soles","Es igual","Frontend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Inspector de almacenamiento / Resources / Storage","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Más de 6 años","Menos de 1 año","Menos de 1 año","No conozco","Laravel (PHP);CodeIgniter (PHP)","Laravel (PHP);CodeIgniter (PHP)","jQuery;jQuery UI;AngularJS","jQuery;AngularJS","SASS;Pug","Grunt","MySQL;PostgreSQL","MongoDB","Amazon Web Services","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago","Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework;Apache Cordova"
"2019/01/28 9:37:31 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 4 a 6 años","Trabajo como dependiente","","","Sí","","Sí","De 5501 a más","Es igual","Fullstack","GNU/Linux","Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Rendimiento / Timeline / Performance","Menos de 1 año","No conozco","Menos de 1 año","De 4 a 6 años","Menos de 1 año","No conozco","Menos de 1 año","No conozco","Laravel (PHP);Ruby on Rails;Express (Node.js)","Express (Node.js)","jQuery;Vue.js","","Stylus","Grunt;Gulp;WebPack","MySQL","MongoDB","Amazon Web Services;Google Cloud Platform","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago","",""
"2019/01/28 9:42:16 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de instituto","De 6 a 10 años","Trabajo como independiente","","","","Sí","Sí","De 1501 a 2500 soles","Es igual","Backend","Microsoft Windows","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Accesibilidad","No conozco","No conozco","Menos de 1 año","Menos de 1 año","Más de 6 años","No conozco","No conozco","No conozco","Laravel (PHP);Symfony (PHP);Drupal","Drupal","jQuery;jQuery UI;AngularJS;Backbone.js;Ember.js;Vue.js","jQuery","SASS;Stylus","Gulp","MySQL","","","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Comunidades locales de desarrollo;Seminarios Web / Webinars","",""
"2019/01/28 9:44:59 a. m. GMT-5","Lima","17 - 23 años","Hombre","Estudiantes de instituto","Menos de 1 año","Trabajo como dependiente","","","No","","Sí","Menos de 1500 soles","Ha aumentado","Frontend","GNU/Linux","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","Laravel (PHP);Express (Node.js)","Express (Node.js)","jQuery;jQuery UI;React;Vue.js","jQuery;React","SASS;Stylus;Pug;PostCSS","Gulp;WebPack","MySQL;Microsoft SQL Server","MongoDB","Amazon Web Services;IBM Cloud","Documentación en la web;Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups","Android","Actualmente, no desarrollo webpps móviles."
"2019/01/28 9:46:26 a. m. GMT-5","Lima","31 - 40 años","Hombre","Graduado de instituto","De 4 a 6 años","Trabajo como dependiente","","","Sí","","No","De 3501 a 4500 soles","Es igual","Frontend","Mac","Inspector / Elements / DOM Explorer;Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources","De 1 a 3 años","No conozco","No conozco","De 1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Laravel (PHP);CodeIgniter (PHP);Ruby on Rails;Express (Node.js)","","React","jQuery;AngularJS;React","SASS;LESS;Stylus;Pug","","MySQL","Firebase","Amazon Web Services;Google Cloud Platform;Hosting","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Libros, revistas y otras publicaciones impresas;Seminarios Web / Webinars","",""
"2019/01/28 9:51:36 a. m. GMT-5","Lima","24 - 30 años","Hombre","Estudiante de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","No","De 3501 a 4500 soles","Es igual","Fullstack","Microsoft Windows","Consola;Depurador de JavaScript / Debugger;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance;Inspector de almacenamiento / Resources / Storage","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","Django (Python);Zend Framework","Zend Framework","jQuery","jQuery","SASS;LESS","WebPack","MySQL;Microsoft SQL Server;PostgreSQL","MongoDB;Redis","Amazon Web Services;Google Cloud Platform","Documentación en la web;En la universidad o instituto;Comunidades locales de desarrollo;Seminarios Web / Webinars","Webapps móviles (híbridas para cualquier plataforma)","Apache Cordova;Reac Native"
"2019/01/28 9:53:40 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 4 a 6 años","No trabajo actualmente","","","","","","","Ha aumentado","Frontend","Mac","Inspector / Elements / DOM Explorer;Consola;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode;Editor de estilos / Sources / Resources;Rendimiento / Timeline / Performance","No conozco","No conozco","No conozco","Menos de 1 año","De 1 a 3 años","Menos de 1 año","No conozco","No conozco","","","jQuery;jQuery UI;AngularJS","","SASS;Pug;PostCSS","Gulp;WebPack","MySQL","","Amazon Web Services;Microsoft Azure","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Comunidades locales de desarrollo","",""
"2019/01/28 9:53:57 a. m. GMT-5","Lima","24 - 30 años","Hombre","Graduado de universidad","De 1 a 3 años","Trabajo como dependiente","","","Sí","","Sí","De 1501 a 2500 soles","Ha aumentado","Frontend","GNU/Linux","Consola;Depurador de JavaScript / Debugger;Modo de diseño responsivo / Device mode / Emulation / Responsive design mode","No conozco","Menos de 1 año","De 1 a 3 años","De 1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco","No conozco","Laravel (PHP);Django (Python);Express (Node.js)","Express (Node.js)","jQuery;AngularJS;React;Vue.js","React;Vue.js","SASS;LESS","Gulp;WebPack","MySQL","MongoDB","Amazon Web Services;Digital Ocean","Documentación en la web;Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones);Cursos en línea de plataformas de pago;En grupos de amigos o compañeros de trabajos / Meetups;Cursos de educación continua (fuera de planes de estudio superior);Seminarios Web / Webinars","Android;Webapps móviles (híbridas para cualquier plataforma)","Ionic Framework"
