#,"Región en la que vives actualmente","¿Cuántos años de experiencia tienes en Desarrollo Web?","Grado de instrucción",Edad,Género,"Situación laboral","Si eres trabajador dependiente, ¿estás en planilla?","Si eres trabajador independiente, ¿emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual respecto de tu sueldo de hace doce meses atrás, dirías que:","¿Qué sistema operativo usas principalmente para desarrollo web?",Other,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory",.NET,Go,Java,"node.js / io.js",PHP,Python,Ruby,"Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)","Flask (Python)","webpy (Python)","Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,D3.js,dojo,ember.js,jQuery,"jQuery UI",React,Zepto.js,Other,CoffeeScript,Jade,LESS,PostCSS,SASS,Stylus,Other,Broccoli,Grunt,Gulp,Other,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,Other,CouchDB,"Apache Cassandra",MongoDB,Redis,Other,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",Other,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",Other,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",Other,"Si desarrollas web/apps móviles ¿Qué frameworks has utilizado para desarrollar web/apps móviles?",Other,"Start Date (UTC)","Submit Date (UTC)","Network ID"
86f62adff8b437158764faa45ce00826,Cusco,"Cuatro a seis años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como independiente",,Si,1,"De 5501 a más","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,,"Inspector de memoria / Profiles / Memory","1 a 3 años","1 a 3 años","Menos de 1 año","4 a 6 años","1 a 3 años","4 a 6 años","1 a 3 años",,,,,,,"Django (Python)","Flask (Python)",,,"Ruby on Rails",,AngularJS,backbone.js,D3.js,,,jQuery,"jQuery UI",React,,,,,,,SASS,,Babel,,,Gulp,"webpack ",,"MySQL (y derivados)",,PostgreSQL,,,,MongoDB,Redis,InfluxDB,"Amazon Web Services","Google Cloud Platform",,,,,,,"Documentación en la web",,,,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-22 18:47:17","2016-04-22 19:05:19",5a1c2bfdef
1a61f92d96933ec75ede88bd2fe3f526,Lima,"Cuatro a seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente",Si,Si,1,"De 1501 a 2500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco",,"CodeIgniter (PHP)",,,,,,,,,,,AngularJS,backbone.js,,,ember.js,jQuery,"jQuery UI",,,,CoffeeScript,,,,,Stylus,,,,Gulp,,"Microsoft SQL Server",,,PostgreSQL,,,,MongoDB,,,,,"Microsoft Azure",,,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-22 19:06:40","2016-04-22 19:12:32",c28491d385
61a7703e009910b569420f1982cb423b,Lima,"Uno a tres años","Graduado de universidad","24 - 30 años",Femenino,"Trabajo como dependiente",Si,Si,1,"De 3501 a 4500","Ha aumentado",Linux,,,,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","No conozco",,,,,"Zend Framework (PHP)",,"Django (Python)",,,"Cuba (Ruby)",,,AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,CoffeeScript,Jade,,,SASS,Stylus,,,Grunt,Gulp,Webpack,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,Redis,,"Amazon Web Services",,,,,,,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,,,,,,,"2016-04-22 19:18:34","2016-04-22 19:21:20",ecd484c6be
87c15bded950d4f3e77638fcfa620c37,Lima,"Cuatro a seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,0,"De 2501 a 3500","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","No conozco","No conozco","Menos de 1 año","4 a 6 años","No conozco",,,,,,"Bottle (Python)","Django (Python)","Flask (Python)",,,"Ruby on Rails",,AngularJS,,,,,jQuery,"jQuery UI",React,,,,,LESS,,SASS,,,,Grunt,,,,,,PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-22 19:36:56","2016-04-22 19:40:49",be6d829ea0
1a69e5880425407ec094316de59d89a4,Lima,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente",Si,No,1,"De 2501 a 3500","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails",,AngularJS,backbone.js,,,ember.js,jQuery,"jQuery UI",React,,,CoffeeScript,Jade,LESS,,SASS,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,CouchDB,,,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,,,Phonegap,,"2016-04-22 19:49:33","2016-04-22 19:53:18",0b213c1ad7
96aef68987d07751dd7af9cdee407c60,Lima,"Cuatro a seis años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 3501 a 4500","Es igual",Mac,,"Inspector / Elements / DOM Explorer",Consola,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","Menos de 1 año","Menos de 1 año","4 a 6 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,,,SASS,,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,"Apache Cassandra",,,,,,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,,,,,,,"2016-04-22 21:15:41","2016-04-22 21:21:48",bfef9b0e8b
116bfbed6d955e62a75256827a3e5a7f,Lima,"Más de seis años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,0,"De 4501 a 5500","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","No conozco","No conozco","Menos de 1 año","Menos de 1 año","Más de 6 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,,,,,"Ruby on Rails",,,backbone.js,D3.js,dojo,,jQuery,"jQuery UI",,,,,,,,,,,,,,,,"MySQL (y derivados)",,PostgreSQL,,,,,Redis,,"Amazon Web Services",,,,"Digital Ocean",,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,"Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,,,,,Phonegap,,"2016-04-22 21:26:15","2016-04-22 21:30:45",d3be193613
4e6d00a96fcdab0ca3950781179a1bab,Lima,"Más de seis años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 5501 a más","Ha aumentado",Windows,,,,,"Depurador de JavaScript / Debugger",,,,,"1 a 3 años","No conozco","Menos de 1 año","No conozco","4 a 6 años","No conozco","No conozco",,,,,"Zend Framework (PHP)",,,,,,,,,,,,,,,,,Knockout,,,,,SASS,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,"Amazon Web Services",,"Microsoft Azure",,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,Android,,,,Phonegap,,"2016-04-22 21:47:22","2016-04-22 21:54:00",4f6ef52af7
c26626e6a8b0ea47272c76046d1270f6,Lima,"Más de seis años","Estudiante en instituto","24 - 30 años",Masculino,"Trabajo como dependiente",No,Si,1,"De 2501 a 3500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","4 a 6 años","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,,,,,,,AngularJS,,D3.js,,,jQuery,"jQuery UI",,,,,Jade,LESS,,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-22 21:51:20","2016-04-22 21:57:55",d205b71f41
8d764f5d6f9acdd0b9827331de82e982,Lima,"Más de seis años",Doctorado,"31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,0,"De 5501 a más","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,,,"1 a 3 años","Menos de 1 año","1 a 3 años","1 a 3 años","4 a 6 años","Más de 6 años","Más de 6 años",,,,"Symfony2 (PHP)",,,"Django (Python)","Flask (Python)",,,"Ruby on Rails","Sinatra (Ruby)",,,,,ember.js,jQuery,,React,,,CoffeeScript,,LESS,,SASS,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,Redis,,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",,,,,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-22 21:50:06","2016-04-22 21:59:57",9e5d37507b
e7d59bac4415030c01f6f6e6ceaf9b52,Lima,"Cuatro a seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 2501 a 3500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage",,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","4 a 6 años","Menos de 1 año","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,,,,,,,AngularJS,backbone.js,,,,jQuery,"jQuery UI",,,,,Jade,LESS,,,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,CouchDB,,MongoDB,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-22 22:03:05","2016-04-22 22:08:50",6ba8802f70
f2b1db533de833a1d023e08cca36b44f,Lima,"Cuatro a seis años","Estudiante en instituto","17 - 23 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 3501 a 4500","Ha aumentado",Mac,,,Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,,,"No conozco","1 a 3 años","Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año","No conozco",,"CodeIgniter (PHP)",,"Symfony2 (PHP)",,,"Django (Python)",,,,,,,,,,,jQuery,"jQuery UI",,,,,Jade,LESS,,SASS,Stylus,,,Grunt,,,,"MySQL (y derivados)",,,,,,MongoDB,,,"Amazon Web Services",,,,,,,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo",,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-22 22:00:25","2016-04-22 22:09:20",60db923755
a4b6d1c08a1e27eaa4f709a32850e5c1,Lima,"Uno a tres años","Graduado de instituto","17 - 23 años",Masculino,"Trabajo como dependiente e independiente",Si,No,1,"De 1501 a 2500","Ha aumentado",Linux,,,Consola,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,"Amazon Web Services",,,,,"En la universidad o instituto",,,,,,,,,,,,,,,,"2016-04-22 22:14:41","2016-04-22 22:19:54",6ba8802f70
ba3787e8e689e798d4c976bdcdd3dbf5,Lima,"Uno a tres años","Estudiante en universidad","31 - 40 años",Femenino,"Trabajo como dependiente",No,No,1,"De 1501 a 2500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,SASS,,,,Grunt,,,,"MySQL (y derivados)",,,,,,MongoDB,,,,,,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web",,"Cursos en línea, en plataformas de pago",,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-22 23:16:14","2016-04-22 23:21:19",467ac972b6
1e8409ee6a2b671d518a6e6aa8e97d29,Lima,"Más de seis años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 4501 a 5500","Es igual",Linux,,"Inspector / Elements / DOM Explorer",,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","Menos de 1 año","1 a 3 años","4 a 6 años","Menos de 1 año","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,"Zend Framework (PHP)",,"Django (Python)",,,,,,AngularJS,backbone.js,,,,jQuery,"jQuery UI",React,,Yoson,CoffeeScript,Jade,LESS,,,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,Solr,"Amazon Web Services",,,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web",,,,,"Comunidades locales de desarrolladores",,Android,,,,Cordova,,"2016-04-22 23:19:39","2016-04-22 23:26:58",38dd454b33
6d9b7f72f732d20cf3ae60c916248559,Ica,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como dependiente",No,Si,1,"Menos de 1500 nuevos soles","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años",,,,,,,"Django (Python)",,,,"Ruby on Rails",,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,SASS,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,"Amazon Web Services","Google Cloud Platform",,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo",,,Android,,,,"Ionic Framework",,"2016-04-22 23:29:50","2016-04-22 23:35:29",9406a2d8f0
4711678d64a4c28dece859c744b0d7b9,Lima,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,0,"De 3501 a 4500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,"Inspector de almacenamiento / Resources / Storage",,,"1 a 3 años","No conozco","Menos de 1 año","1 a 3 años","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,backbone.js,,,,jQuery,,,,,CoffeeScript,Jade,LESS,,SASS,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,"Amazon Web Services",,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,Android,,,,"Ionic Framework",,"2016-04-23 00:20:48","2016-04-23 00:26:15",d19a7358aa
bbf7f3e86a6228e0834d28815d0ab2a5,Lima,"Uno a tres años",Escolar,"31 - 40 años",Masculino,"Trabajo como dependiente",Si,Si,1,"De 2501 a 3500","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,,"Inspector de memoria / Profiles / Memory","No conozco","No conozco","No conozco","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)","Flask (Python)",,,"Ruby on Rails",,AngularJS,,,,,jQuery,"jQuery UI",,,,CoffeeScript,Jade,LESS,,SASS,Stylus,,,Grunt,Gulp,,,"MySQL (y derivados)",,PostgreSQL,,,,MongoDB,Redis,,"Amazon Web Services",,,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,,,,,,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-23 02:44:00","2016-04-23 02:47:36",7a2dcadb08
eef8805e891d15cd25539e21ff7d68f2,Lima,"Más de seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"De 1501 a 2500","Ha disminuido",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","Más de 6 años","Menos de 1 año","No conozco",,,,,"Zend Framework (PHP)",,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,LESS,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,,,,,,,,"Documentación en la web","Seminarios web",,,,"Comunidades locales de desarrolladores",,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-23 03:51:14","2016-04-23 04:01:10",ada1725ec3
91f7d550e691ce5b619c5d2cbb289d43,Lima,"Menos de un año","Estudiante en instituto","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,0,"Menos de 1500 nuevos soles","Es igual",Linux,,,,,,,,,"Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,,,"Django (Python)",,,,,,,,,,,jQuery,"jQuery UI",,,,,,LESS,,,Stylus,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,,,,,HEROKU,,,,"Documentación en la web",,,,,,,Android,,,,"Ionic Framework",,"2016-04-23 03:47:39","2016-04-23 05:26:56",ea27363e1e
1dbd8f45d0a034cb8671c85e04f90c77,Arequipa,"Cuatro a seis años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",No,Si,1,"De 1501 a 2500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"4 a 6 años","No conozco","4 a 6 años","Menos de 1 año","4 a 6 años","No conozco","No conozco",,,"Laravel (PHP)","Symfony2 (PHP)",,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,"Ext js",,,LESS,,SASS,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,,,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,,"Documentación en la web",,,"Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-23 05:22:49","2016-04-23 05:30:44",b03da470d3
c1ad19398a64afcec0cc7102450e974f,Lima,"Más de seis años","Graduado de universidad","31 - 40 años",Femenino,"Trabajo como dependiente",No,No,1,"De 5501 a más","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"4 a 6 años","Menos de 1 año","4 a 6 años","4 a 6 años","Menos de 1 año","1 a 3 años","Más de 6 años",,,,,,,,,,"Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,,,,jQuery,"jQuery UI",React,,,CoffeeScript,,LESS,,SASS,,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,Redis,,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web",,,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-23 14:52:51","2016-04-23 14:55:40",96f1ef840d
