Timestamp,Edad,Departamento en el que vives actualmente,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP],Qué lenguaje servidor prefieres,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver],"¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]",¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos],¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,Grado de instrucción,Situación laboral,¿Qué frameworks de JavaScript conoces?,Género,¿Qué sistema operativo usas principalmente para desarrollo web?,¿A través de qué medios aprendes sobre desarrollo web?,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript],¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)],"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos],¿Haces desarrollos para plataformas móviles? ¿Para cuáles? (NUEVO)
3/26/2014 10:36:10,31 - 40 años,Lima,Más de 6 años,Más de 6 años,Menos de 1 año,1 a 3 años,Más de 6 años,,1 a 3 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 4501 a 5500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",Más de 6 años,Más de 6 años,Más de 6 años,,,No,No conozco,No conozco,Menos de 1 año,No conozco,,,Webapps móviles (en general)
3/26/2014 10:38:44,17 - 23 años,La Libertad,Menos de 1 año,No conozco,No conozco,Menos de 1 año,No conozco,,No conozco,No conozco,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"backbone.js, jQuery",Masculino,Windows,"En la universidad o instituto, youtube",No conozco,No conozco,No conozco,,,No,No conozco,No conozco,No conozco,No conozco,,,Android
3/26/2014 10:39:08,31 - 40 años,Lima,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,,1 a 3 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, MooTools, Prototype",Masculino,Windows,Cursos en línea,Menos de 1 año,Menos de 1 año,4 a 6 años,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/26/2014 10:42:03,24 - 30 años,Piura,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,Webapps móviles (en general)
3/26/2014 10:43:14,24 - 30 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, dojo, jQuery, jQuery UI, Prototype, YUI",Masculino,Windows,"Documentación en la web, Cursos en línea",1 a 3 años,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Android
3/26/2014 10:49:30,17 - 23 años,Lima,1 a 3 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 10:52:04,17 - 23 años,Apurímac,1 a 3 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, jQuery, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,"Android, iOS, Windows Phone"
3/26/2014 10:52:09,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,No conozco,,No conozco,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,--Seleccione--,Graduado de universidad,Trabajo como independiente,jQuery,Femenino,Windows,Cursos en línea,No conozco,No conozco,Menos de 1 año,,,No,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 10:55:44,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,No trabajo,jQuery,Masculino,Linux,"Seminarios web, Documentación en la web, Cursos en línea",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,
3/26/2014 10:55:44,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,1 a 3 años,4 a 6 años,No conozco,Más de 6 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Linux,Documentación en la web,No conozco,No conozco,1 a 3 años,,,Sí,4 a 6 años,Menos de 1 año,No conozco,No conozco,,,
3/26/2014 11:00:35,17 - 23 años,Piura,1 a 3 años,No conozco,No conozco,1 a 3 años,4 a 6 años,,4 a 6 años,4 a 6 años,4 a 6 años,4 a 6 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Windows,Documentación en la web,1 a 3 años,1 a 3 años,4 a 6 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,"Android, Firefox OS"
3/26/2014 11:01:06,17 - 23 años,Lambayeque,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,No trabajo,"jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,1 a 3 años,,,No,No conozco,No conozco,No conozco,Menos de 1 año,,,"Android, Firefox OS"
3/26/2014 11:01:10,17 - 23 años,La Libertad,Menos de 1 año,No conozco,No conozco,No conozco,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,
3/26/2014 11:01:54,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,4 a 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,
3/26/2014 11:03:07,24 - 30 años,Ica,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI, MooTools",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",No conozco,No conozco,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,Android
3/26/2014 11:06:18,24 - 30 años,Piura,1 a 3 años,No conozco,No conozco,Menos de 1 año,4 a 6 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",No conozco,No conozco,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,
3/26/2014 11:13:13,24 - 30 años,Arequipa,No conozco,No conozco,No conozco,4 a 6 años,Más de 6 años,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como independiente,"backbone.js, jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Más de 6 años,,,No,No conozco,No conozco,No conozco,No conozco,,,"Firefox OS, Webapps móviles (en general)"
3/26/2014 11:17:18,24 - 30 años,Piura,1 a 3 años,1 a 3 años,1 a 3 años,4 a 6 años,4 a 6 años,,4 a 6 años,4 a 6 años,4 a 6 años,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI, MooTools, Prototype, YUI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",4 a 6 años,1 a 3 años,4 a 6 años,,,Sí,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,,,Android
3/26/2014 11:22:16,24 - 30 años,--Seleccione--,1 a 3 años,No conozco,No conozco,4 a 6 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, ExtJS",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",4 a 6 años,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,"Android, Webapps móviles (en general)"
3/26/2014 11:24:54,24 - 30 años,Junín,1 a 3 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,No conozco,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 11:28:24,17 - 23 años,Piura,1 a 3 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI, MooTools",Femenino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 11:28:27,31 - 40 años,--Seleccione--,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,4 a 6 años,,1 a 3 años,4 a 6 años,1 a 3 años,4 a 6 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",Menos de 1 año,Menos de 1 año,1 a 3 años,,,No,No conozco,No conozco,1 a 3 años,No conozco,,,Webapps móviles (en general)
3/26/2014 11:52:23,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,No conozco,Menos de 1 año,,Menos de 1 año,4 a 6 años,1 a 3 años,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como independiente,jQuery,Masculino,Linux,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Firefox OS
3/26/2014 11:56:59,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, jQuery, MooTools, Prototype",Masculino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,
3/26/2014 12:07:52,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,De 3501 a 4500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/26/2014 12:12:10,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,Más de 6 años,Más de 6 años,,4 a 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js, jQuery",Masculino,Mac,Documentación en la web,Más de 6 años,No conozco,Más de 6 años,,,Sí,1 a 3 años,1 a 3 años,No conozco,Menos de 1 año,,,
3/26/2014 12:20:31,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,No conozco,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Cursos en línea",No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 12:21:04,17 - 23 años,--Seleccione--,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/26/2014 12:21:05,17 - 23 años,La Libertad,No conozco,No conozco,No conozco,4 a 6 años,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Femenino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,
3/26/2014 12:31:32,24 - 30 años,Junín,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,jQuery,Masculino,Windows,"En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,Menos de 1 año,No conozco,,,Android
3/26/2014 12:33:03,24 - 30 años,La Libertad,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"backbone.js, jQuery",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Cursos en línea",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Android
3/26/2014 12:42:07,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,4 a 6 años,Menos de 1 año,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 4501 a 5500,Graduado de instituto,Trabajo como dependiente e independiente,"dojo, jQuery, jQuery UI, MooTools, script.aculo.us",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",4 a 6 años,Menos de 1 año,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 12:48:48,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,1 a 3 años,Menos de 1 año,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Firefox OS
3/26/2014 13:19:51,24 - 30 años,Cusco,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"backbone.js, jQuery, script.aculo.us",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,1 a 3 años,,,
3/26/2014 13:25:20,24 - 30 años,Piura,Menos de 1 año,No conozco,No conozco,4 a 6 años,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,,,,,,Menos de 1500 soles,En universidad o instituto,No trabajo,"jQuery, jQuery UI, ajaxForm",Masculino,Windows,"En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,Menos de 1 año,,,No,No conozco,No conozco,No conozco,No conozco,,,"Android, Firefox OS"
3/26/2014 13:25:43,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Linux,"En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 13:28:39,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,Android
3/26/2014 13:29:34,24 - 30 años,Piura,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,No conozco,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,,Masculino,Otro,Cursos de educación continua (fuera de los planes de estudio superiores),No conozco,No conozco,Menos de 1 año,,,No,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 13:45:27,17 - 23 años,Piura,Menos de 1 año,No conozco,No conozco,4 a 6 años,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Femenino,Linux,"Documentación en la web, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 13:47:22,24 - 30 años,La Libertad,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 13:47:34,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,No conozco,No conozco,Menos de 1 año,No conozco,,,
3/26/2014 14:11:07,24 - 30 años,Lambayeque,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,
3/26/2014 14:53:02,24 - 30 años,Lima,No conozco,No conozco,No conozco,Más de 6 años,No conozco,,4 a 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,,,,,,,,De 4501 a 5500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto",Menos de 1 año,No conozco,Más de 6 años,,,No,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
